"노선
번호","지 점
번 호",조사 위치,,,,구    간,이정 (km),"연장
(km)","차
로
수","시
간",2018,2019,2020,2021,계,승용차,버스,소형 화물차,,중형 화물차,,,대형 화물차,,,,
,,도,시/군,구/면,동/리,,,,,,,,,,,1종,2종,3종,4종,5종,6종,7종,8종,9종,10종,11종,12종
,01001-4,전남,장흥,장동,북교,장흥IC ~ 보성IC,38.3~61.2,22.9 ,4,수*,"9,424 ","10,167 ","9,534 ","10,664 ","11,383 ","8,036 ",152 ,"1,299 ",395 ,434 ,380 ,208 ,68 ,-   ,336 ,4 ,71 
,01001-5,전남,보성,겸백,수남,보성IC ~ 벌교IC,61.2~79.7,18.5 ,4,수*,"16,192 ","17,231 ","16,527 ","17,452 ","18,807 ","13,223 ",243 ,"2,160 ",652 ,728 ,630 ,359 ,112 ,-   ,570 ,6 ,124 
,01001-6,전남,보성,벌교,장좌,벌교IC ~ 고흥IC,79.7~83.9,4.2 ,4,수*,"14,376 ","14,155 ","13,386 ","16,283 ","19,772 ","13,991 ",264 ,"2,249 ",682 ,751 ,657 ,356 ,114 ,-   ,577 ,7 ,124 
,01001-7,전남,순천,별량,원창,고흥IC ~ 순천만IC,83.9~100.3,16.4 ,4,상,"22,479 ","24,415 ","22,904 ","23,011 ","23,849 ","16,874 ",314 ,"2,721 ",821 ,904 ,787 ,438 ,134 ,-   ,695 ,7 ,154 
,01001-8,전남,순천,,교량,순천만IC ~ 도롱IC,100.3~106.8,6.5 ,4,수*,"25,783 ","24,208 ","23,856 ","25,594 ","26,375 ","18,548 ",345 ,"3,016 ",916 ,"1,031 ",874 ,518 ,144 ,-   ,810 ,7 ,166 
남해선,서순천 - 순천,,,,,,,6.0 ,,12,"20,723 ","20,567 ","20,446 ","22,244 ","21,181 ","14,953 ",280 ,"2,436 ",738 ,800 ,721 ,370 ,133 ,-   ,609 ,7 ,134 
,,,,,,,,,,24,"26,005 ","26,152 ","25,266 ","26,966 ","26,938 ","18,942 ",347 ,"3,082 ",935 ,"1,061 ",899 ,526 ,157 ,-   ,809 ,8 ,172 
,01001,전남,순천,서,동산,서순천IC ~ 순천IC,0~3.8,3.8 ,4,상,"28,572 ","29,473 ","28,635 ","30,649 ","30,408 ","21,381 ",394 ,"3,477 ","1,052 ","1,199 ","1,016 ",598 ,175 ,-   ,912 ,9 ,195 
,01002,전남,순천,서,압곡,순천IC ~ 순천JCT,3.8~6,2.2 ,4,수*,"21,571 ","20,417 ","19,443 ","20,604 ","20,942 ","14,729 ",266 ,"2,399 ",732 ,823 ,698 ,402 ,125 ,-   ,631 ,6 ,131 
,순천 - 진주,,,,,,,62.5 ,,12,"28,629 ","29,574 ","28,156 ","29,748 ","29,106 ","18,922 ",553 ,"2,944 ",928 ,"1,174 ",607 ,"1,622 ",8 ,-   ,"1,737 ",16 ,595 
,,,,,,,,,,24,"37,221 ","37,398 ","35,933 ","38,432 ","37,690 ","23,872 ",669 ,"3,652 ","1,285 ","1,956 ",881 ,"2,127 ",9 ,-   ,"2,445 ",19 ,775 
,01002-1,전남,광양,봉강,석사,순천JCT ~ 광양IC,6~12.6,6.6 ,4,수*,"24,778 ","23,372 ","22,216 ","24,942 ","24,714 ","15,738 ",442 ,"2,387 ",824 ,"1,260 ",576 ,"1,390 ",7 ,-   ,"1,579 ",12 ,499 
,01003,전남,광양,광양,용강,광양IC ~ 동광양IC,12.6~17.7,5.1 ,4,상,"34,477 ","34,299 ","32,594 ","30,262 ","30,264 ","19,226 ",535 ,"2,915 ","1,022 ","1,578 ",709 ,"1,694 ",7 ,-   ,"1,954 ",14 ,610 
,01004,전남,광양,,중군,동광양IC ~ 옥곡IC,17.7~24.2,6.5 ,4,수*,"29,209 ","27,761 ","26,910 ","27,969 ","29,041 ","18,420 ",515 ,"2,799 ",981 ,"1,519 ",682 ,"1,634 ",7 ,-   ,"1,886 ",14 ,584 
,01005,전남,광양,옥곡,선금,옥곡IC ~ 진월IC,24.2~28.6,4.4 ,4,수*,"31,290 ","31,248 ","28,979 ","31,961 ","32,206 ","20,405 ",569 ,"3,113 ","1,092 ","1,673 ",757 ,"1,819 ",7 ,-   ,"2,102 ",15 ,654 
,01006,전남,광양,진월,망덕,진월IC ~ 하동IC,28.6~35.6,7.0 ,4,수*,"32,841 ","30,542 ","28,563 ","34,571 ","33,092 ","20,857 ",575 ,"3,195 ","1,141 ","1,758 ",790 ,"1,878 ",7 ,-   ,"2,186 ",16 ,689 
,01007,경남,하동,금남,계천,하동IC ~ 진교IC,35.6~45.7,10.1 ,4,상*,"36,819 ","37,742 ","38,772 ","40,424 ","38,030 ","24,014 ",668 ,"3,686 ","1,307 ","2,000 ",893 ,"2,157 ",8 ,-   ,"2,487 ",19 ,791 
,01008,경남,하동,진교,관곡,진교IC ~ 곤양IC,45.7~52.1,6.4 ,4,수*,"44,663 ","47,512 ","46,129 ","44,520 ","44,221 ","28,003 ",788 ,"4,293 ","1,506 ","2,283 ","1,030 ","2,503 ",10 ,-   ,"2,864 ",21 ,920 
,01009,경남,사천,곤양,남문외,곤양IC ~ 축동IC,52.1~60.1,8.0 ,4,수*,"40,997 ","41,332 ","39,553 ","47,214 ","46,340 ","29,340 ",826 ,"4,501 ","1,584 ","2,396 ","1,082 ","2,613 ",11 ,-   ,"3,003 ",25 ,959 
,01010,경남,사천,축동,가산,축동IC ~ 사천IC,60.1~66,5.9 ,4,수*,"48,304 ","51,105 ","47,127 ","48,556 ","47,585 ","30,128 ",850 ,"4,631 ","1,629 ","2,450 ","1,107 ","2,690 ",11 ,-   ,"3,076 ",26 ,987 
,01011,경남,사천,축동,사다,사천IC ~ 진주JCT,66~68.5,2.5 ,6,수*,"63,546 ","63,651 ","59,369 ","64,005 ","62,936 ","40,125 ","1,146 ","6,124 ","2,138 ","3,164 ","1,422 ","3,509 ",14 ,-   ,"4,002 ",31 ,"1,261 "
남해선,진주 - 산인,,,,,,,44.4 ,,12,"55,059 ","55,881 ","53,403 ","56,053 ","59,992 ","35,786 ",602 ,"6,664 ","3,099 ","2,992 ","2,135 ","3,067 ",4 ,4 ,"3,972 ",25 ,"1,642 "
,,,,,,,,,,24,"72,347 ","70,906 ","68,417 ","72,144 ","77,159 ","45,628 ",801 ,"8,268 ","4,380 ","4,125 ","2,775 ","3,579 ",18 ,22 ,"5,588 ",70 ,"1,905 "
,01012,경남,진주,정촌,화계,진주JCT ~ 진주IC,68.5~71.7,3.2 ,8,상,"64,636 ","67,779 ","69,036 ","71,226 ","78,146 ","49,613 ","1,411 ","7,577 ","2,684 ","4,034 ","1,788 ","4,386 ",16 ,-   ,"5,027 ",38 ,"1,572 "
,01013,경남,진주,,가호,진주IC ~ 문산IC,71.7~75.7,4.0 ,8,수*,"61,214 ","55,365 ","52,605 ","62,069 ","69,012 ","40,429 ",666 ,"7,404 ","4,083 ","3,732 ","2,554 ","3,166 ",17 ,21 ,"5,123 ",67 ,"1,750 "
,01014,경남,진주,문산,소문,문산IC ~ 진성IC,75.7~82.6,6.9 ,8,수*,"70,856 ","64,423 ","63,207 ","68,151 ","72,310 ","42,378 ",706 ,"7,760 ","4,263 ","3,911 ","2,690 ","3,327 ",17 ,22 ,"5,331 ",70 ,"1,835 "
,01015,경남,진주,진성,동산,진성IC ~ 지수IC,82.6~88.6,6.0 ,8,수*,"77,779 ","68,639 ","63,280 ","66,965 ","72,209 ","42,303 ",710 ,"7,747 ","4,276 ","3,918 ","2,690 ","3,314 ",17 ,22 ,"5,321 ",68 ,"1,823 "
,01016,경남,진주,지수,승산,지수IC ~ 군북IC,88.6~97.8,9.2 ,8,수*,"72,257 ","67,882 ","62,996 ","68,237 ","73,524 ","43,156 ",718 ,"7,912 ","4,316 ","3,961 ","2,730 ","3,380 ",17 ,22 ,"5,383 ",68 ,"1,861 "
,01017,경남,함안,군북,사도,군북IC ~ 장지IC,97.8~100.6,2.8 ,8,수*,"73,383 ","72,866 ","67,684 ","75,348 ","79,766 ","47,025 ",785 ,"8,646 ","4,640 ","4,244 ","2,937 ","3,603 ",18 ,24 ,"5,789 ",77 ,"1,978 "
,01018,경남,함안,군북,유현,장지IC ~ 함안IC,100.6~104.2,3.6 ,8,수*,"87,775 ","86,744 ","80,039 ","78,122 ","82,477 ","48,674 ",807 ,"8,968 ","4,782 ","4,370 ","3,032 ","3,728 ",18 ,25 ,"5,957 ",77 ,"2,039 "
,01019,경남,함안,가야,도항,함안IC ~ 산인JCT,104.2~112.9,8.7 ,8,상,"71,007 ","81,701 ","84,148 ","84,426 ","88,601 ","52,328 ",869 ,"9,646 ","5,123 ","4,683 ","3,253 ","3,997 ",21 ,27 ,"6,393 ",82 ,"2,179 "
남해선,산인 - 창원,,,,,,,15.5 ,,12,"48,986 ","49,826 ","47,228 ","47,997 ","48,579 ","29,571 ",610 ,"6,115 ","2,411 ","2,477 ","1,254 ","2,083 ",42 ,-   ,"2,539 ",15 ,"1,462 "
,,,,,,,,,,24,"67,926 ","67,938 ","65,048 ","65,567 ","66,910 ","39,756 ",829 ,"7,783 ","3,553 ","4,073 ","1,666 ","2,802 ",47 ,8 ,"4,400 ",52 ,"1,941 "
,01019-1,경남,함안,산인,모곡,산인JCT ~ 칠원JCT,112.9~116,3.1 ,4,수*,"52,605 ","50,690 ","52,568 ","53,440 ","58,133 ","34,598 ",723 ,"6,807 ","3,062 ","3,486 ","1,451 ","2,440 ",41 ,7 ,"3,782 ",41 ,"1,695 "
,01019-2,경남,함안,칠원,유원,칠원JCT ~ 북창원IC,116~124.8,8.8 ,4,수*,"73,870 ","70,948 ","67,766 ","67,787 ","69,201 ","41,107 ",858 ,"8,042 ","3,683 ","4,225 ","1,723 ","2,900 ",49 ,8 ,"4,550 ",55 ,"2,001 "
,01019-3,경남,창원,동,외감,북창원IC ~ 창원JCT,124.8~128.4,3.6 ,4,수*,"65,948 ","75,067 ","68,839 ","70,321 ","68,874 ","40,897 ",851 ,"7,990 ","3,659 ","4,207 ","1,712 ","2,875 ",48 ,8 ,"4,566 ",54 ,"2,007 "
,창원 - 진영,,,,,,,7.3 ,,12,"79,188 ","80,523 ","79,094 ","86,437 ","88,721 ","54,855 ","1,236 ","11,646 ","4,292 ","4,604 ","1,843 ","3,431 ",111 ,1 ,"4,065 ",31 ,"2,606 "
,,,,,,,,,,24,"106,402 ","107,841 ","105,145 ","113,222 ","117,062 ","70,735 ","1,596 ","14,226 ","5,704 ","7,209 ","2,229 ","4,738 ",114 ,3 ,"6,893 ",62 ,"3,553 "
,01024,경남,창원,동,용전,창원JCT ~ 동창원IC,128.4~133.4,5.0 ,8,수*,"109,526 ","112,613 ","112,102 ","117,133 ","115,455 ","69,701 ","1,572 ","14,020 ","5,635 ","7,134 ","2,199 ","4,683 ",112 ,3 ,"6,823 ",62 ,"3,511 "
,01025,경남,김해,진영,사산,동창원IC ~ 진영JCT,133.4~135.7,2.3 ,8,수*,"99,475 ","97,257 ","89,718 ","104,550 ","120,556 ","72,983 ","1,648 ","14,675 ","5,853 ","7,371 ","2,294 ","4,859 ",117 ,3 ,"7,045 ",63 ,"3,645 "
,진영 - 진례,,,,,,,8.5 ,,12,"73,053 ","72,281 ","67,972 ","73,044 ","75,984 ","49,060 ","1,178 ","9,570 ","3,158 ","3,195 ","1,518 ","1,175 ",-   ,2 ,"3,493 ",35 ,"3,600 "
,,,,,,,,,,24,"97,349 ","94,045 ","88,624 ","95,365 ","99,816 ","63,084 ","1,529 ","11,808 ","4,107 ","4,742 ","2,206 ","1,906 ",5 ,5 ,"5,833 ",47 ,"4,544 "
,01025-1,경남,김해,진영,우동,진영JCT ~ 진례IC,135.7139.7,4.0 ,8,수*,"98,319 ","91,881 ","86,458 ","93,039 ","94,186 ","59,500 ","1,445 ","11,134 ","3,868 ","4,474 ","2,084 ","1,831 ",5 ,5 ,"5,498 ",45 ,"4,297 "
,01026,경남,김해,진례,송정,진례IC ~ 진례JCT,139.7~142.9,4.5 ,8,수*,"96,143 ","96,748 ","91,331 ","98,276 ","104,821 ","66,270 ","1,604 ","12,408 ","4,319 ","4,981 ","2,315 ","1,972 ",5 ,5 ,"6,130 ",49 ,"4,763 "
남해선,진례 - 냉정,,,,,,,2.5 ,,12,"70,705 ","63,960 ","64,228 ","68,539 ","71,217 ","49,525 ","1,197 ","9,400 ","2,977 ","2,676 ","1,161 ","1,763 ",28 ,4 ,"1,809 ",15 ,662 
,,,,,,,,,,24,"91,696 ","81,389 ","83,684 ","86,277 ","91,671 ","63,406 ","1,553 ","11,401 ","3,949 ","3,738 ","1,544 ","2,284 ",30 ,4 ,"2,606 ",20 ,"1,136 "
,01026-1,경남,김해,주촌,유하,진례JCT ~ 냉정JCT,142.9~146.7,2.5 ,8,수*,"91,696 ","81,389 ","83,684 ","86,277 ","91,671 ","63,406 ","1,553 ","11,401 ","3,949 ","3,738 ","1,544 ","2,284 ",30 ,4 ,"2,606 ",20 ,"1,136 "
,냉정 - 부산,,,,,,,19.7 ,,12,"54,825 ","52,790 ","50,901 ","55,253 ","54,532 ","41,934 ",716 ,"6,730 ","1,603 ","1,129 ",505 ,711 ,9 ,1 ,839 ,4 ,351 
,,,,,,,,,,24,"74,112 ","69,601 ","67,417 ","72,432 ","73,032 ","56,336 ",980 ,"8,651 ","2,169 ","1,595 ",673 ,955 ,12 ,1 ,"1,151 ",6 ,503 
,01027,경남,김해,장유,유하,냉정JCT ~ 서김해IC,146.7~151.5,4.8 ,6,상,"65,344 ","57,067 ","59,463 ","61,018 ","64,272 ","47,922 ",923 ,"7,750 ","2,189 ","1,774 ",751 ,"1,078 ",11 ,-   ,"1,305 ",5 ,564 
,01028,경남,김해,,흥,서김해IC ~ 동김해IC,151.5~156,4.5 ,6,수*,"73,170 ","74,588 ","69,421 ","77,318 ","78,546 ","58,244 ","1,125 ","9,546 ","2,737 ","2,238 ",940 ,"1,370 ",18 ,4 ,"1,610 ",10 ,704 
,01028-1,경남,김해,,부원,동김해IC ~ 김해JCT,156~158.7,2.7 ,8,수*,"94,269 ","94,012 ","93,412 ","97,176 ","97,404 ","72,720 ","1,403 ","11,645 ","3,303 ","2,695 ","1,129 ","1,640 ",25 ,4 ,"1,970 ",15 ,855 
,01029,경남,김해,,강동,김해JCT ~ 대저JCT,158.7~163.5,4.8 ,6,상,"71,301 ","64,452 ","60,152 ","66,120 ","63,454 ","52,014 ",734 ,"7,322 ","1,345 ",663 ,287 ,370 ,4 ,-   ,490 ,2 ,223 
,01030,부산,,북,덕천2,대저JCT ~ 부산IC(종점),163.5~166.4,2.9 ,4*,수*,"77,339 ","67,289 ","65,367 ","71,079 ","72,145 ","59,203 ",861 ,"8,167 ","1,561 ",817 ,346 ,439 ,6 ,-   ,513 ,3 ,229 
광주대구선,무안 - 함평,,,,,,,9.6 ,,12,"3,120 ","4,163 ","4,108 ","4,089 ","4,086 ","2,844 ",66 ,658 ,217 ,156 ,110 ,14 ,-   ,-   ,20 ,-   ,1 
,,,,,,,,,,24,"4,039 ","5,517 ","5,020 ","4,905 ","4,919 ","3,426 ",81 ,792 ,259 ,190 ,130 ,17 ,-   ,-   ,23 ,-   ,1 
,01200-1,전남,무안,망운,피서,무안공항IC ~ 북무안IC,0~4.7,4.7 ,4,수*,"1,577 ","2,808 ","2,378 ","1,579 ","1,654 ","1,157 ",28 ,267 ,87 ,58 ,44 ,4 ,-   ,-   ,9 ,-   ,-   
,01200-2,전남,무안,무안,평산,북무안IC ~ 함평JCT,4.7~9.6,4.9 ,4,상*,"6,354 ","8,060 ","7,504 ","8,029 ","8,051 ","5,603 ",132 ,"1,296 ",424 ,317 ,213 ,29 ,-   ,-   ,36 ,-   ,1 
,함평 - 광주,,,,,,,31.8 ,,12,"26,589 ","28,096 ","27,360 ","29,677 ","30,311 ","23,335 ",378 ,"3,827 ",807 ,789 ,372 ,348 ,22 ,245 ,149 ,4 ,35 
,,,,,,,,,,24,"33,692 ","35,422 ","33,838 ","37,855 ","38,702 ","29,841 ",455 ,"4,660 ","1,031 ","1,173 ",542 ,415 ,22 ,246 ,228 ,41 ,48 
,01200-3,전남,함평,함평,자풍,함평JCT ~ 동함평IC,9.6~15.6,6.0 ,4,수*,"23,967 ","28,255 ","25,312 ","29,672 ","32,349 ","24,915 ",379 ,"3,855 ",875 ,"1,012 ",469 ,347 ,17 ,207 ,197 ,36 ,40 
,01200-4,전남,함평,학교,마산,동함평IC ~ 문평IC,15.6~20.8,5.2 ,4,수*,"33,437 ","35,663 ","34,035 ","37,638 ","36,601 ","28,229 ",427 ,"4,389 ",976 ,"1,116 ",513 ,391 ,22 ,234 ,218 ,40 ,46 
,01200-5,전남,나주,문평,대도,문평IC ~ 나주IC,20.8~30.4,9.6 ,4,수*,"34,690 ","36,091 ","33,519 ","37,871 ","37,781 ","29,108 ",440 ,"4,545 ","1,020 ","1,158 ",532 ,405 ,22 ,239 ,225 ,40 ,47 
,01200-6,전남,나주,노안,계림,나주IC ~ 서광산IC,30.4~34.8,4.4 ,4,수*,"36,421 ","36,709 ","35,375 ","39,534 ","39,487 ","30,462 ",464 ,"4,760 ","1,047 ","1,187 ",551 ,420 ,24 ,249 ,231 ,42 ,50 
,01200-7,전남,나주,노안,계림,서광산IC ~ 운수IC,34.8~41.4,6.6 ,4,수*,"39,449 ","39,925 ","40,872 ","44,312 ","46,949 ","36,242 ",560 ,"5,704 ","1,221 ","1,378 ",642 ,508 ,25 ,299 ,265 ,47 ,58 
광주대구선,고서 - 남원,,,,,,,42.5 ,,12,"13,211 ","14,067 ","10,683 ","15,693 ","15,988 ","11,386 ",386 ,"2,019 ",636 ,715 ,403 ,216 ,29 ,-   ,152 ,3 ,43 
,,,,,,,,,,24,"16,634 ","17,626 ","16,916 ","19,751 ","20,388 ","14,132 ",478 ,"2,554 ",849 ,"1,095 ",627 ,338 ,50 ,-   ,204 ,5 ,56 
,01201,전남,담양,고서,보촌,고서JCT ~ 담양JCT,41.4~44.8,3.4 ,6,수*,"12,808 ","18,686 ","18,410 ","20,120 ","20,522 ","14,428 ",482 ,"2,567 ",824 ,"1,031 ",570 ,314 ,52 ,-   ,193 ,5 ,56 
,01201-1,전남,담양,봉산,유산,담양JCT ~ 담양IC,44.8~48.1,3.3 ,4,상*,"22,216 ","22,946 ","22,101 ","24,008 ","24,816 ","17,306 ",579 ,"3,109 ","1,015 ","1,297 ",734 ,399 ,61 ,-   ,244 ,5 ,67 
,01202,전남,담양,담양,학동,담양IC ~ 순창IC,48.1~66.3,18.2 ,4,수*,"17,454 ","18,096 ","16,883 ","20,322 ","20,964 ","14,508 ",491 ,"2,627 ",878 ,"1,136 ",652 ,349 ,50 ,-   ,211 ,5 ,57 
,01203,전북,순창,대강,입암,순창IC ~ 남원JCT,66.3~83.9,17.6 ,4,수*,"15,446 ","15,903 ","15,659 ","18,268 ","18,933 ","13,091 ",445 ,"2,372 ",792 ,"1,028 ",591 ,319 ,47 ,-   ,191 ,5 ,52 
,남원 - 함양,,,,,,,49.7 ,,12,"8,777 ","10,156 ","9,678 ","10,651 ","11,256 ","7,262 ",266 ,"1,489 ",601 ,963 ,121 ,285 ,3 ,2 ,141 ,53 ,70 
,,,,,,,,,,24,"11,309 ","12,820 ","12,273 ","13,407 ","14,176 ","8,869 ",315 ,"1,812 ",817 ,"1,419 ",138 ,452 ,3 ,4 ,179 ,64 ,104 
,01203-1,전북,남원,,화정,남원JCT ~ 남원IC,83.9~92.9,9.0 ,4,수*,"11,171 ","14,091 ","13,410 ","13,118 ","14,329 ","8,951 ",312 ,"1,827 ",827 ,"1,450 ",136 ,463 ,3 ,4 ,183 ,66 ,107 
,01204,전북,남원,,삭정,남원IC ~ 동남원IC,92.9~102.4,9.5 ,4,수*,"11,139 ","12,148 ","12,425 ","14,334 ","14,725 ","9,210 ",328 ,"1,893 ",855 ,"1,465 ",147 ,465 ,3 ,4 ,184 ,65 ,106 
,01205,전북,남원,산동,대기,동남원IC ~ 지리산IC,102.4~113.9,11.5 ,4,수*,"13,044 ","13,366 ","12,249 ","13,622 ","13,935 ","8,735 ",311 ,"1,791 ",809 ,"1,379 ",134 ,431 ,3 ,4 ,174 ,62 ,102 
,01206,전북,남원,아영,월산,지리산IC ~ 함양IC,113.9~131.7,17.8 ,4,수*,"10,028 ","11,767 ","11,309 ","12,832 ","13,743 ","8,594 ",306 ,"1,747 ",785 ,"1,384 ",135 ,446 ,3 ,4 ,175 ,62 ,102 
,01207,경남,함양,함양,백천,함양IC ~ 함양JCT,131.7~133.6,1.9 ,4,상*,"14,340 ","16,716 ","15,271 ","14,237 ","16,189 ","10,166 ",361 ,"2,059 ",919 ,"1,606 ",159 ,515 ,3 ,4 ,205 ,72 ,120 
광주대구선,함양 - 고령,,,,,,,69.4 ,,12,"14,862 ","14,755 ","14,364 ","16,165 ","16,949 ","11,190 ",291 ,"2,332 ",707 ,"1,195 ",560 ,395 ,6 ,2 ,181 ,27 ,63 
,,,,,,,,,,24,"19,347 ","18,658 ","18,109 ","20,872 ","21,794 ","14,256 ",365 ,"2,941 ",959 ,"1,614 ",738 ,543 ,7 ,3 ,241 ,36 ,91 
,01208,경남,함양,함양,백천,함양JCT ~ 거창IC,133.6~157.8,24.2 ,4,상*,"12,939 ","12,766 ","13,700 ","15,735 ","15,941 ","10,432 ",268 ,"2,147 ",699 ,"1,183 ",533 ,398 ,5 ,1 ,180 ,28 ,67 
,01209,경남,거창,남하,양항,거창IC ~ 가조IC,157.8~168.3,10.5 ,4,수*,"20,122 ","19,813 ","18,307 ","20,860 ","21,017 ","13,717 ",348 ,"2,835 ",932 ,"1,575 ",716 ,531 ,5 ,3 ,232 ,34 ,89 
,01210,경남,거창,가조,도,가조IC ~ 해인사IC,168.3~183.2,14.9 ,4,상*,"20,693 ","19,868 ","19,220 ","22,170 ","22,153 ","14,463 ",373 ,"2,988 ",982 ,"1,654 ",755 ,555 ,6 ,3 ,246 ,34 ,94 
,01211,경남,합천,야로,하빈,해인사IC ~ 고령IC,183.2~189.6,6.4 ,4,수*,"23,441 ","24,253 ","22,370 ","22,919 ","24,668 ","16,110 ",409 ,"3,324 ","1,094 ","1,836 ",845 ,618 ,8 ,4 ,277 ,39 ,104 
,01212,경북,고령,쌍림,안림,고령IC ~ 동고령IC,189.6~201.6,12.0 ,4,수*,"26,115 ","23,042 ","21,220 ","26,819 ","30,451 ","19,941 ",508 ,"4,117 ","1,334 ","2,236 ","1,036 ",754 ,11 ,7 ,331 ,49 ,127 
,01213,경북,고령,성산,어곡,동고령IC ~ 고령JCT,201.6~203,1.4 ,6,수*,"33,317 ","35,837 ","34,944 ","35,699 ","37,625 ","24,968 ",646 ,"5,124 ","1,587 ","2,593 ","1,221 ",871 ,16 ,7 ,387 ,62 ,143 
,고령 - 옥포,,,,,,,9.9 ,,12,"25,151 ","27,937 ","27,980 ","28,781 ","30,870 ","20,807 ",473 ,"4,415 ","1,081 ","1,843 ","1,244 ",630 ,14 ,2 ,291 ,8 ,62 
,,,,,,,,,,24,"32,537 ","34,621 ","34,266 ","35,596 ","39,495 ","26,401 ",585 ,"5,479 ","1,526 ","2,424 ","1,684 ",849 ,14 ,4 ,408 ,16 ,105 
,01214,경북,고령,성산,박곡,고령JCT ~ 옥포JCT,203~212.9,9.9 ,6,수*,"32,537 ","34,621 ","34,266 ","35,596 ","39,495 ","26,401 ",585 ,"5,479 ","1,526 ","2,424 ","1,684 ",849 ,14 ,4 ,408 ,16 ,105 
함양울산선,밀양 - 울주,,,,,,,44.3 ,,12,-     ,-     ,-     ,"7,701 ","9,188 ","6,151 ",68 ,899 ,466 ,509 ,323 ,403 ,32 ,-   ,263 ,1 ,73 
,,,,,,,,,,24,-     ,-     ,-     ,"9,491 ","11,564 ","7,747 ",86 ,"1,131 ",586 ,641 ,406 ,505 ,40 ,-   ,329 ,1 ,92 
,01411,경남,밀양,단장,단장,밀양JCT ~ 배내골IC,0~20.5,20.5 ,4,상*,-     ,-     ,-     ,"7,811 ","9,147 ","6,594 ",60 ,829 ,517 ,467 ,327 ,154 ,59 ,-   ,104 ,-   ,36 
,01412,울산,울주,삼남,가천,배내골IC ~ 서울주JCT,20.5~29.6,9.1 ,4,상,-     ,-     ,-     ,"7,630 ","10,170 ","7,367 ",70 ,920 ,561 ,498 ,355 ,171 ,62 ,-   ,120 ,-   ,46 
,01413,울산,울주,삼동,작동,서울주JCT ~ 울주JCT,29.6~44.3,14.7 ,4,상,-     ,-     ,-     ,"13,357 ","15,799 ","9,591 ",133 ,"1,682 ",699 ,971 ,548 ,"1,200 ",-   ,-   ,772 ,4 ,199 
서해안선,죽림 - 함평,,,,,,,22.1 ,,12,"27,405 ","28,751 ","26,176 ","27,796 ","26,790 ","19,591 ",460 ,"2,990 ",692 ,"1,129 ",656 ,526 ,22 ,291 ,310 ,53 ,70 
,,,,,,,,,,24,"35,180 ","36,027 ","33,420 ","35,646 ","34,503 ","25,155 ",585 ,"3,797 ",899 ,"1,547 ",871 ,676 ,27 ,353 ,415 ,85 ,93 
,01501,전남,무안,삼향,맥포,죽림IC ~ 일로IC,0~2.4,2.4 ,4,수*,"28,404 ","27,067 ","25,895 ","26,852 ","27,518 ","20,055 ",468 ,"3,020 ",718 ,"1,240 ",699 ,539 ,23 ,280 ,331 ,69 ,76 
,01502,전남,무안,일로,지장,일로IC ~ 무안IC,2.4~19.6,17.2 ,4,상*,"35,503 ","36,964 ","34,068 ","36,344 ","34,936 ","25,484 ",593 ,"3,839 ",909 ,"1,563 ",881 ,683 ,27 ,357 ,420 ,86 ,94 
,01503,전남,무안,무안,용월,무안IC ~ 함평JCT,19.6~22.1,2.5 ,4,수*,"38,623 ","37,061 ","35,252 ","38,201 ","38,217 ","27,789 ",642 ,"4,252 ","1,005 ","1,729 ",965 ,755 ,28 ,395 ,460 ,93 ,104 
,함평 - 고창,,,,,,,48.2 ,,12,"10,256 ","10,485 ","10,729 ","11,797 ","11,731 ","7,809 ",267 ,"1,284 ",503 ,681 ,330 ,624 ,-   ,3 ,172 ,22 ,36 
,,,,,,,,,,24,"14,179 ","14,063 ","14,315 ","15,913 ","15,865 ","10,067 ",317 ,"1,586 ",762 ,"1,256 ",508 ,"1,006 ",-   ,4 ,247 ,49 ,63 
,01503-1,전남,함평,함평,자풍,함평JCT ~ 함평IC,22.1~29.9,7.8 ,4,수*,"13,742 ","15,921 ","15,868 ","16,525 ","15,539 ","9,844 ",308 ,"1,553 ",747 ,"1,241 ",501 ,984 ,-   ,4 ,242 ,51 ,64 
,01504,전남,함평,함평,진양,함평IC ~ 영광IC,29.9~54.2,24.3 ,4,수*,"13,869 ","12,548 ","12,560 ","15,066 ","15,130 ","9,597 ",301 ,"1,510 ",729 ,"1,202 ",485 ,961 ,-   ,4 ,236 ,47 ,58 
,01505,전남,영광,대마,화평,영광IC ~ 고창JCT,54.2~70.3,16.1 ,4,수*,"14,858 ","15,444 ","16,216 ","16,895 ","17,127 ","10,883 ",345 ,"1,717 ",819 ,"1,344 ",545 ,"1,084 ",-   ,5 ,265 ,51 ,69 
서해안선,고창 - 동서천,,,,,,,77.8 ,,12,"19,333 ","20,674 ","21,242 ","21,705 ","22,301 ","15,071 ",433 ,"2,380 ",914 ,"1,564 ",538 ,"1,009 ",2 ,2 ,227 ,80 ,81 
,,,,,,,,,,24,"26,856 ","28,150 ","28,080 ","29,731 ","30,717 ","20,148 ",560 ,"3,136 ","1,435 ","2,610 ",759 ,"1,498 ",2 ,2 ,326 ,115 ,126 
,01505-1,전북,고창,고수,예지,고창JCT ~ 고창IC,70.3~73,2.7 ,4,수*,"25,497 ","27,275 ","25,146 ","28,047 ","31,656 ","20,736 ",575 ,"3,262 ","1,478 ","2,679 ",784 ,"1,549 ",2 ,3 ,335 ,118 ,135 
